Molecule Index,SMILES,cls,Formula,Question,Answer
48,CC(C(=O)OC)C(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Halide group , given the Degree of Unsaturation is 2.0?",No
47,CC(OC(=O)C)OC(=O)C,Saturation,C6H10O4,Could the molecule with the formula C6H10O4 potentially be Saturated?,No
47,CC(OC(=O)C)OC(=O)C,Saturation degree,C6H10O4,Calculate the Degree of Unsaturation of the molecule with the formula C6H10O4?,2.0
47,CC(OC(=O)C)OC(=O)C,Aromatic Rings,C6H10O4,Could the molecule with the formula C6H10O4 have aromatic rings?,No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Alcohol?,No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Alcohol group , given the Degree of Unsaturation is 2.0?",No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Phenol?,No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Phenol group , given the Degree of Unsaturation is 2.0?",No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Ketone?,No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Ketone group , given the Degree of Unsaturation is 2.0?",No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Acid?,No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Acid group , given the Degree of Unsaturation is 2.0?",No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Aldehyde?,No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Aldehyde group , given the Degree of Unsaturation is 2.0?",No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Ester?,Yes
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Ester group , given the Degree of Unsaturation is 2.0?",Yes
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Nitrile?,No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Nitrile group , given the Degree of Unsaturation is 2.0?",No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Isocyanate?,No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Isocyanate group , given the Degree of Unsaturation is 2.0?",No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Amine?,No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Amine group , given the Degree of Unsaturation is 2.0?",No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Ether?,Yes
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Ether group , given the Degree of Unsaturation is 2.0?",Yes
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Sulfide?,No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Sulfide group , given the Degree of Unsaturation is 2.0?",No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Halide?,No
47,CC(OC(=O)C)OC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Halide group , given the Degree of Unsaturation is 2.0?",No
46,COC(=O)CCC(=O)OC,Saturation,C6H10O4,Could the molecule with the formula C6H10O4 potentially be Saturated?,No
46,COC(=O)CCC(=O)OC,Saturation degree,C6H10O4,Calculate the Degree of Unsaturation of the molecule with the formula C6H10O4?,2.0
46,COC(=O)CCC(=O)OC,Aromatic Rings,C6H10O4,Could the molecule with the formula C6H10O4 have aromatic rings?,No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Alcohol?,No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Alcohol group , given the Degree of Unsaturation is 2.0?",No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Phenol?,No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Phenol group , given the Degree of Unsaturation is 2.0?",No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Ketone?,Yes
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Ketone group , given the Degree of Unsaturation is 2.0?",Yes
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Acid?,No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Acid group , given the Degree of Unsaturation is 2.0?",No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Aldehyde?,No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Aldehyde group , given the Degree of Unsaturation is 2.0?",No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Ester?,Yes
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Ester group , given the Degree of Unsaturation is 2.0?",Yes
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Nitrile?,No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Nitrile group , given the Degree of Unsaturation is 2.0?",No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Isocyanate?,No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Isocyanate group , given the Degree of Unsaturation is 2.0?",No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Amine?,No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Amine group , given the Degree of Unsaturation is 2.0?",No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Ether?,Yes
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Ether group , given the Degree of Unsaturation is 2.0?",Yes
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Sulfide?,No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Sulfide group , given the Degree of Unsaturation is 2.0?",No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Halide?,No
46,COC(=O)CCC(=O)OC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Halide group , given the Degree of Unsaturation is 2.0?",No
45,CC(=O)OCCOC(=O)C,Saturation,C6H10O4,Could the molecule with the formula C6H10O4 potentially be Saturated?,No
45,CC(=O)OCCOC(=O)C,Saturation degree,C6H10O4,Calculate the Degree of Unsaturation of the molecule with the formula C6H10O4?,2.0
45,CC(=O)OCCOC(=O)C,Aromatic Rings,C6H10O4,Could the molecule with the formula C6H10O4 have aromatic rings?,No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Alcohol?,No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Alcohol group , given the Degree of Unsaturation is 2.0?",No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Phenol?,No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Phenol group , given the Degree of Unsaturation is 2.0?",No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Ketone?,No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Ketone group , given the Degree of Unsaturation is 2.0?",No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Acid?,No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Acid group , given the Degree of Unsaturation is 2.0?",No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Aldehyde?,No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Aldehyde group , given the Degree of Unsaturation is 2.0?",No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Ester?,Yes
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Ester group , given the Degree of Unsaturation is 2.0?",Yes
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Nitrile?,No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Nitrile group , given the Degree of Unsaturation is 2.0?",No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Isocyanate?,No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Isocyanate group , given the Degree of Unsaturation is 2.0?",No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Amine?,No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Amine group , given the Degree of Unsaturation is 2.0?",No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Ether?,Yes
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Ether group , given the Degree of Unsaturation is 2.0?",Yes
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Sulfide?,No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Sulfide group , given the Degree of Unsaturation is 2.0?",No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Halide?,No
45,CC(=O)OCCOC(=O)C,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Halide group , given the Degree of Unsaturation is 2.0?",No
44,CCOC(=O)C(=O)OCC,Saturation,C6H10O4,Could the molecule with the formula C6H10O4 potentially be Saturated?,No
44,CCOC(=O)C(=O)OCC,Saturation degree,C6H10O4,Calculate the Degree of Unsaturation of the molecule with the formula C6H10O4?,2.0
44,CCOC(=O)C(=O)OCC,Aromatic Rings,C6H10O4,Could the molecule with the formula C6H10O4 have aromatic rings?,No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Alcohol?,No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Alcohol group , given the Degree of Unsaturation is 2.0?",No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Phenol?,No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Phenol group , given the Degree of Unsaturation is 2.0?",No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Ketone?,No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Ketone group , given the Degree of Unsaturation is 2.0?",No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Acid?,No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Acid group , given the Degree of Unsaturation is 2.0?",No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Aldehyde?,No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Aldehyde group , given the Degree of Unsaturation is 2.0?",No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Ester?,Yes
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Ester group , given the Degree of Unsaturation is 2.0?",Yes
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Nitrile?,No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Nitrile group , given the Degree of Unsaturation is 2.0?",No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Isocyanate?,No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Isocyanate group , given the Degree of Unsaturation is 2.0?",No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Amine?,No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Amine group , given the Degree of Unsaturation is 2.0?",No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Ether?,Yes
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Ether group , given the Degree of Unsaturation is 2.0?",Yes
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Sulfide?,No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Sulfide group , given the Degree of Unsaturation is 2.0?",No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,Could the molecule with the formula C6H10O4 potentially contain a Halide?,No
44,CCOC(=O)C(=O)OCC,Functional Group,C6H10O4,"Could the molecule with the formula C6H10O4 potentially contain a Halide group , given the Degree of Unsaturation is 2.0?",No
43,CCC(=O)OC(=O)CC,Saturation,C6H10O3,Could the molecule with the formula C6H10O3 potentially be Saturated?,No
43,CCC(=O)OC(=O)CC,Saturation degree,C6H10O3,Calculate the Degree of Unsaturation of the molecule with the formula C6H10O3?,2.0
43,CCC(=O)OC(=O)CC,Aromatic Rings,C6H10O3,Could the molecule with the formula C6H10O3 have aromatic rings?,No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,Could the molecule with the formula C6H10O3 potentially contain a Alcohol?,No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,"Could the molecule with the formula C6H10O3 potentially contain a Alcohol group , given the Degree of Unsaturation is 2.0?",No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,Could the molecule with the formula C6H10O3 potentially contain a Phenol?,No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,"Could the molecule with the formula C6H10O3 potentially contain a Phenol group , given the Degree of Unsaturation is 2.0?",No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,Could the molecule with the formula C6H10O3 potentially contain a Ketone?,Yes
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,"Could the molecule with the formula C6H10O3 potentially contain a Ketone group , given the Degree of Unsaturation is 2.0?",Yes
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,Could the molecule with the formula C6H10O3 potentially contain a Acid?,No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,"Could the molecule with the formula C6H10O3 potentially contain a Acid group , given the Degree of Unsaturation is 2.0?",No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,Could the molecule with the formula C6H10O3 potentially contain a Aldehyde?,No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,"Could the molecule with the formula C6H10O3 potentially contain a Aldehyde group , given the Degree of Unsaturation is 2.0?",No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,Could the molecule with the formula C6H10O3 potentially contain a Ester?,Yes
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,"Could the molecule with the formula C6H10O3 potentially contain a Ester group , given the Degree of Unsaturation is 2.0?",Yes
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,Could the molecule with the formula C6H10O3 potentially contain a Nitrile?,No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,"Could the molecule with the formula C6H10O3 potentially contain a Nitrile group , given the Degree of Unsaturation is 2.0?",No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,Could the molecule with the formula C6H10O3 potentially contain a Isocyanate?,No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,"Could the molecule with the formula C6H10O3 potentially contain a Isocyanate group , given the Degree of Unsaturation is 2.0?",No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,Could the molecule with the formula C6H10O3 potentially contain a Amine?,No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,"Could the molecule with the formula C6H10O3 potentially contain a Amine group , given the Degree of Unsaturation is 2.0?",No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,Could the molecule with the formula C6H10O3 potentially contain a Ether?,Yes
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,"Could the molecule with the formula C6H10O3 potentially contain a Ether group , given the Degree of Unsaturation is 2.0?",Yes
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,Could the molecule with the formula C6H10O3 potentially contain a Sulfide?,No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,"Could the molecule with the formula C6H10O3 potentially contain a Sulfide group , given the Degree of Unsaturation is 2.0?",No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,Could the molecule with the formula C6H10O3 potentially contain a Halide?,No
43,CCC(=O)OC(=O)CC,Functional Group,C6H10O3,"Could the molecule with the formula C6H10O3 potentially contain a Halide group , given the Degree of Unsaturation is 2.0?",No
42,CCOC(=O)OCC,Saturation,C5H10O3,Could the molecule with the formula C5H10O3 potentially be Saturated?,No
42,CCOC(=O)OCC,Saturation degree,C5H10O3,Calculate the Degree of Unsaturation of the molecule with the formula C5H10O3?,1.0
42,CCOC(=O)OCC,Aromatic Rings,C5H10O3,Could the molecule with the formula C5H10O3 have aromatic rings?,No
42,CCOC(=O)OCC,Functional Group,C5H10O3,Could the molecule with the formula C5H10O3 potentially contain a Alcohol?,No
42,CCOC(=O)OCC,Functional Group,C5H10O3,"Could the molecule with the formula C5H10O3 potentially contain a Alcohol group , given the Degree of Unsaturation is 1.0?",No
42,CCOC(=O)OCC,Functional Group,C5H10O3,Could the molecule with the formula C5H10O3 potentially contain a Phenol?,No
42,CCOC(=O)OCC,Functional Group,C5H10O3,"Could the molecule with the formula C5H10O3 potentially contain a Phenol group , given the Degree of Unsaturation is 1.0?",No
42,CCOC(=O)OCC,Functional Group,C5H10O3,Could the molecule with the formula C5H10O3 potentially contain a Ketone?,No
42,CCOC(=O)OCC,Functional Group,C5H10O3,"Could the molecule with the formula C5H10O3 potentially contain a Ketone group , given the Degree of Unsaturation is 1.0?",No
42,CCOC(=O)OCC,Functional Group,C5H10O3,Could the molecule with the formula C5H10O3 potentially contain a Acid?,No
42,CCOC(=O)OCC,Functional Group,C5H10O3,"Could the molecule with the formula C5H10O3 potentially contain a Acid group , given the Degree of Unsaturation is 1.0?",No
42,CCOC(=O)OCC,Functional Group,C5H10O3,Could the molecule with the formula C5H10O3 potentially contain a Aldehyde?,No
42,CCOC(=O)OCC,Functional Group,C5H10O3,"Could the molecule with the formula C5H10O3 potentially contain a Aldehyde group , given the Degree of Unsaturation is 1.0?",No
42,CCOC(=O)OCC,Functional Group,C5H10O3,Could the molecule with the formula C5H10O3 potentially contain a Ester?,Yes
42,CCOC(=O)OCC,Functional Group,C5H10O3,"Could the molecule with the formula C5H10O3 potentially contain a Ester group , given the Degree of Unsaturation is 1.0?",Yes
42,CCOC(=O)OCC,Functional Group,C5H10O3,Could the molecule with the formula C5H10O3 potentially contain a Nitrile?,No
42,CCOC(=O)OCC,Functional Group,C5H10O3,"Could the molecule with the formula C5H10O3 potentially contain a Nitrile group , given the Degree of Unsaturation is 1.0?",No
42,CCOC(=O)OCC,Functional Group,C5H10O3,Could the molecule with the formula C5H10O3 potentially contain a Isocyanate?,No
42,CCOC(=O)OCC,Functional Group,C5H10O3,"Could the molecule with the formula C5H10O3 potentially contain a Isocyanate group , given the Degree of Unsaturation is 1.0?",No
42,CCOC(=O)OCC,Functional Group,C5H10O3,Could the molecule with the formula C5H10O3 potentially contain a Amine?,No
42,CCOC(=O)OCC,Functional Group,C5H10O3,"Could the molecule with the formula C5H10O3 potentially contain a Amine group , given the Degree of Unsaturation is 1.0?",No
42,CCOC(=O)OCC,Functional Group,C5H10O3,Could the molecule with the formula C5H10O3 potentially contain a Ether?,Yes
42,CCOC(=O)OCC,Functional Group,C5H10O3,"Could the molecule with the formula C5H10O3 potentially contain a Ether group , given the Degree of Unsaturation is 1.0?",Yes
42,CCOC(=O)OCC,Functional Group,C5H10O3,Could the molecule with the formula C5H10O3 potentially contain a Sulfide?,No
42,CCOC(=O)OCC,Functional Group,C5H10O3,"Could the molecule with the formula C5H10O3 potentially contain a Sulfide group , given the Degree of Unsaturation is 1.0?",No
42,CCOC(=O)OCC,Functional Group,C5H10O3,Could the molecule with the formula C5H10O3 potentially contain a Halide?,No
42,CCOC(=O)OCC,Functional Group,C5H10O3,"Could the molecule with the formula C5H10O3 potentially contain a Halide group , given the Degree of Unsaturation is 1.0?",No
41,CC(=O)CCC(=O)C,Saturation,C6H10O2,Could the molecule with the formula C6H10O2 potentially be Saturated?,No
41,CC(=O)CCC(=O)C,Saturation degree,C6H10O2,Calculate the Degree of Unsaturation of the molecule with the formula C6H10O2?,2.0
41,CC(=O)CCC(=O)C,Aromatic Rings,C6H10O2,Could the molecule with the formula C6H10O2 have aromatic rings?,No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,Could the molecule with the formula C6H10O2 potentially contain a Alcohol?,No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,"Could the molecule with the formula C6H10O2 potentially contain a Alcohol group , given the Degree of Unsaturation is 2.0?",No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,Could the molecule with the formula C6H10O2 potentially contain a Phenol?,No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,"Could the molecule with the formula C6H10O2 potentially contain a Phenol group , given the Degree of Unsaturation is 2.0?",No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,Could the molecule with the formula C6H10O2 potentially contain a Ketone?,Yes
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,"Could the molecule with the formula C6H10O2 potentially contain a Ketone group , given the Degree of Unsaturation is 2.0?",Yes
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,Could the molecule with the formula C6H10O2 potentially contain a Acid?,No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,"Could the molecule with the formula C6H10O2 potentially contain a Acid group , given the Degree of Unsaturation is 2.0?",No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,Could the molecule with the formula C6H10O2 potentially contain a Aldehyde?,No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,"Could the molecule with the formula C6H10O2 potentially contain a Aldehyde group , given the Degree of Unsaturation is 2.0?",No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,Could the molecule with the formula C6H10O2 potentially contain a Ester?,No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,"Could the molecule with the formula C6H10O2 potentially contain a Ester group , given the Degree of Unsaturation is 2.0?",No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,Could the molecule with the formula C6H10O2 potentially contain a Nitrile?,No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,"Could the molecule with the formula C6H10O2 potentially contain a Nitrile group , given the Degree of Unsaturation is 2.0?",No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,Could the molecule with the formula C6H10O2 potentially contain a Isocyanate?,No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,"Could the molecule with the formula C6H10O2 potentially contain a Isocyanate group , given the Degree of Unsaturation is 2.0?",No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,Could the molecule with the formula C6H10O2 potentially contain a Amine?,No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,"Could the molecule with the formula C6H10O2 potentially contain a Amine group , given the Degree of Unsaturation is 2.0?",No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,Could the molecule with the formula C6H10O2 potentially contain a Ether?,No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,"Could the molecule with the formula C6H10O2 potentially contain a Ether group , given the Degree of Unsaturation is 2.0?",No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,Could the molecule with the formula C6H10O2 potentially contain a Sulfide?,No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,"Could the molecule with the formula C6H10O2 potentially contain a Sulfide group , given the Degree of Unsaturation is 2.0?",No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,Could the molecule with the formula C6H10O2 potentially contain a Halide?,No
41,CC(=O)CCC(=O)C,Functional Group,C6H10O2,"Could the molecule with the formula C6H10O2 potentially contain a Halide group , given the Degree of Unsaturation is 2.0?",No
4,CCC(=O)OC,Saturation,C4H8O2,Could the molecule with the formula C4H8O2 potentially be Saturated?,No
4,CCC(=O)OC,Saturation degree,C4H8O2,Calculate the Degree of Unsaturation of the molecule with the formula C4H8O2?,1.0
4,CCC(=O)OC,Aromatic Rings,C4H8O2,Could the molecule with the formula C4H8O2 have aromatic rings?,No
4,CCC(=O)OC,Functional Group,C4H8O2,Could the molecule with the formula C4H8O2 potentially contain a Alcohol?,No
4,CCC(=O)OC,Functional Group,C4H8O2,"Could the molecule with the formula C4H8O2 potentially contain a Alcohol group , given the Degree of Unsaturation is 1.0?",No
4,CCC(=O)OC,Functional Group,C4H8O2,Could the molecule with the formula C4H8O2 potentially contain a Phenol?,No
