,Molecule Index,SMILES,Formula,Alcohol,Phenol,Ketone,Acid,Aldehyde,Ester,Aromatic,Nitrile,Isocyanate,Amine,Amide,Ether,Sulfide,Halide,Alkyl,Nitric oxide,Acetaldehyde,Benzyl,Iodine,Ethyl,Hydroxymethyl ,Nitro ,Benzene,Benzaldehyde,Alkyne ,C-O Stretching,C=O Stretching,O-H Stretching,N-H Stretching,triple bond C-H Stretching:,Degree_Unsaturation,Saturation
134,"5_198
",CCC(C)O,C4H10O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,1.0
135,"5_197
",C(C(CO)O)O,C3H8O3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0,1.0
136,"5_196
",CC(C)C(C(=O)O)O,C5H10O3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1.0,0.0
137,"5_190
",CC(C)(C#CC(C)(C)O)O,C8H14O2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2.0,0.0
138,"5_19
",C(CBr)CBr,C3H6Br2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
139,"5_189
",CC1(CCCC(N1C)(C)C)C,C10H21N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
140,"5_188
",CCC1(CC(=O)NC(=O)C1)C,C8H13NO2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3.0,0.0
141,"5_187
",CC1(CCOC(=O)C1)O,C6H10O3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2.0,0.0
142,"5_186
",CC1(CCC(=O)OC1=O)C,C7H10O3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,0.0
143,"5_185
",CC1(CC(=O)OC(=O)C1)C,C7H10O3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,0.0
144,"5_184
",CC1OC(OC(O1)C)C,C6H12O3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0
145,"5_183
",C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,C13H8O,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,10.0,0.0
146,"5_182
",C1CN(CCC1O)C2=CC=C(C=C2)C(F)(F)F,C12H14F3NO,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.0,0.0
147,"5_181
",C1CC2=CC=CC=C2C(=O)C1,C10H10O,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,6.0,0.0
148,"5_180
",C1C(=O)CC2=CC=CC=C21,C9H8O,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,6.0,0.0
149,"5_18
",C(CCCl)CCl,C4H8Cl2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
150,"5_179
",C1CC(=O)C2=CC=CC=C21,C9H8O,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,6.0,0.0
151,"5_178
",C1CC2=CC=CC=C2C1,C9H10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,0.0
152,"5_177
",CC(=CC(=O)C)C,C6H10O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0
153,"5_174
",C1CC=CC(=O)C1,C6H8O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0
154,"5_172
",C1=C(C(=CC(=C1Cl)Cl)Cl)N,C6H4Cl3N,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0
155,"5_171
",CC1=CC(=C(C=C1Cl)Cl)Cl,C7H5Cl3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0
156,"5_17
",CC(C)Br,C3H7Br,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
157,"5_169
",C1OC2=C(O1)C=C(C=C2)C=O,C8H6O3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,6.0,0.0
158,"5_168
",CC(C)C1=CC(=CC(=C1)Br)C(=O)O,C10H11BrO2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,5.0,0.0
159,"5_166
",CC(C)(C)C1=CC(=CC(=C1)O)C(C)(C)C,C14H22O,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.0
160,"5_165
",C1=CC(=C(C(=C1)Br)N)Br,C6H5Br2N,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0
161,"5_164
",CC(=O)OC1=CC=CC=C1C(=O)O,C9H8O4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,6.0,0.0
162,"5_163
",C1=CC=C(C(=C1)O)Br,C6H5BrO,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.0
163,"5_162
",CCN(CC)C(=O)C1=CC=CC(=C1)C,C12H17NO,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,5.0,0.0
164,"5_16
",CC(C)O,C3H8O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,1.0
165,"5_158
",CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2,C15H14O2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,9.0,0.0
166,"5_156
",CC1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,C15H14O2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,9.0,0.0
167,"5_154
",C(C(F)(F)F)O,C2H3F3O,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0,1.0
168,"5_153
",C(CCN)CCN,C5H14N2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
169,"5_152
",CC(=O)NC,C3H7NO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1.0,0.0
170,"5_151
",CC(C)(C)C1CCC(=O)CC1,C10H18O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0
171,"5_15
",CC(Cl)Cl,C2H4Cl2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
172,"5_149
",C1CC1C(=O)C2=CC=CC=C2,C10H10O,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,6.0,0.0
173,"5_148
",C1CC1C(=O)O,C4H6O2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2.0,0.0
174,"5_147
",CC(=O)C1CC1,C5H8O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0
175,"5_146
",C1C=CC=CC=C1,C7H8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0
176,"5_145
",C1CCCC(=O)CC1,C7H12O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0
177,"5_142
",CCOC(=O)C1=CC(=CC=C1)C(=O)OCC,C12H14O4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,6.0,0.0
178,"5_140
",CCOC(=O)C1=CC=C(C=C1)C(=O)OCC,C12H14O4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,6.0,0.0
179,"5_14
",CCI,C2H5I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
180,"5_138
",COC(CC1=CC=CC=C1)OC,C10H14O2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4.0,0.0
181,"5_137
",C1=CC=C(C=C1)N=C=O,C7H5NO,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6.0,0.0
182,"5_136
",COC(C1=CC=CC=C1)C(=O)OC,C10H12O3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,5.0,0.0
183,"5_135
",CC(C)NCC1=CC=CC=C1,C10H15N,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.0
184,"5_133
",CCOC1=CC=C(C=C1)C(=O)OCC,C11H14O3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5.0,0.0
185,"5_132
",CC(=O)NC1=CC=C(C=C1)O,C8H9NO2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5.0,0.0
186,"5_131
",CCOC1=CC=C(C=C1)NC(=O)C,C10H13NO2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0,0.0
187,"5_130
",CC1=CC=C(C=C1)NC(=O)C,C9H11NO,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,5.0,0.0
188,"5_13
",C1CCC(C1)Br,C5H9Br,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
189,"5_129
",CC(=O)C1=CC=C(C=C1)N,C8H9NO,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,5.0,0.0
190,"5_128
",CCOC1=CC=C(C=C1)C(=O)N,C9H11NO2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5.0,0.0
191,"5_127
",CCOC(=O)C1=CC=C(C=C1)N,C9H11NO2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5.0,0.0
192,"5_126
",CC(=O)OC1=CC=C(C=C1)C(=O)O,C9H8O4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,6.0,0.0
193,"5_125
",C#CC1=CC=C(C=C1)[N+](=O)[O-],C8H5NO2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7.0,0.0
194,"5_124
",COC1=CC=C(C=C1)C=O,C8H8O2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5.0,0.0
195,"5_122
",C1=CC(=CC=C1C=O)[N+](=O)[O-],C7H5NO3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,6.0,0.0
196,"5_121
",COC1=CC=C(C=C1)[N+](=O)[O-],C7H7NO3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5.0,0.0
197,"5_120
",CC(C)(C)C1=CC=C(C=C1)C(=O)OC,C12H16O2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5.0,0.0
198,"5_12
",C1CCC(=O)C1,C5H8O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0
199,"5_119
",CC(=O)OC1=CC=C(C=C1)C(C)(C)C,C12H16O2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,5.0,0.0
200,"5_117
",CN(C)C1=CC=C(C=C1)Br,C8H10BrN,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0
201,"5_116
",CN(C)C1=CC=C(C=C1)C#N,C9H10N2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.0,0.0
202,"5_115
",COCC1=CC=C(C=C1)O,C8H10O2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,4.0,0.0
203,"5_114
",COC1=CC=C(C=C1)CO,C8H10O2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,4.0,0.0
204,"5_113
",CC1=CC=C(C=C1)C(=O)OC,C9H10O2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5.0,0.0
205,"5_112
",CC1=CC=C(C=C1)OC(=O)C,C9H10O2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,5.0,0.0
206,"5_111
",CC(=O)C1=CC=C(C=C1)OC,C9H10O2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,5.0,0.0
207,"5_110
",CC(=O)OCC1=CC=CC=C1,C9H10O2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,5.0,0.0
208,"5_11
",C1CC(=O)CCC1=O,C6H8O2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0
209,"5_109
",COC1=CC=C(C=C1)C(=O)O,C8H8O3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,5.0,0.0
210,"5_108
",CC1=CC=C(C=C1)C(=O)Cl,C8H7ClO,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,5.0,0.0
211,"5_107
",CC(=O)C1=CC=C(C=C1)Cl,C8H7ClO,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,5.0,0.0
212,"5_106
",CC(=O)C1=CC=C(C=C1)Br,C8H7BrO,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,5.0,0.0
213,"5_105
",CC(=O)CC(C)(C)C1=CC=CC=C1,C12H16O,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5.0,0.0
214,"5_103
",CC(C)(C)CC1=CC=CC=C1,C11H16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0
215,"5_102
",CC1=CC=C(C=C1)C(C)C,C10H14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0
216,"5_100
",CC(C)(C)C1=CC=CC=C1,C10H14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0
217,"5_10
",CC(C)(C(C)(C)O)O,C6H14O2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,1.0
218,"5_1
",CCC(=O)C,C4H8O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0.0
219,"4_49
",C(CO)O,C2H6O2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0,1.0
220,"4_274
",COC1=CC=C(C2=CC=CC=C21)[N+](=O)[O-],C11H9NO3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,8.0,0.0
221,"4_251
",C1CCC(=NO)CC1,C6H11NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0.0
222,"4_244
",CC1(C(=O)C(C1=O)(C)C)C,C8H12O2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0
223,"4_243
",C1CC(=O)OC1,C4H6O2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0.0
224,"4_236
",C1=C(SC=C1[N+](=O)[O-])[N+](=O)[O-],C4H2N2O4S,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,0.0
225,"4_221
",COC(CC=O)OC,C5H10O3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0.0
226,"4_201
",C=COCCCl,C4H7ClO,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0
227,"4_193
",C1=CC=C(C=C1)CS(=O)CC2=CC=CC=C2,C14H14OS,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8.0,0.0
228,"4_186
",CCC(C)(C#CC1=CC=CC=C1)O,C12H14O,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,6.0,0.0
229,"4_175
",CC1C2=CC=CC=C2C3=CC=CC=C13,C14H12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,0.0
230,"4_170
",CC1(CC(=O)C2=CC=CC=C21)C,C11H12O,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,6.0,0.0
231,"4_149
",C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,C14H12O2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,9.0,0.0
232,"4_147
",C(CCN)CN,C4H12N2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
233,"4_144
",CCOC(=O)C1CCC1,C7H12O2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0.0
